#ID	Length	Dir	Exons	Position	GroupID	NIsoformInGroup	Explv
transcript:ENST00000534075	541	+	4	1:20629574-20640905	14	6	1.000000
transcript:ENST00000357836	2123	+	3	1:145413095-145417543	15	5	1.000000
transcript:ENST00000421822	536	+	3	1:145413278-145415461	15	5	1.000000
transcript:ENST00000336751	2128	+	4	1:145413278-145417545	15	5	1.000000
transcript:ENST00000497365	1419	+	3	1:145413278-145417545	15	5	1.000000
transcript:ENST00000475797	1381	+	2	1:145413279-145417545	15	5	1.000000
transcript:ENST00000536782	557	+	5	1:12227060-12252415	16	2	1.000000
transcript:ENST00000376259	3683	+	10	1:12227060-12269285	16	2	1.000000
transcript:ENST00000366514	1848	-	8	1:246703862-246729626	17	2	1.000000
transcript:ENST00000544618	827	-	5	1:246711847-246729563	17	2	1.000000
transcript:ENST00000370073	3326	+	8	1:107682629-108024450	18	11	1.000000
transcript:ENST00000370071	3149	+	8	1:107682629-108024450	18	11	1.000000
transcript:ENST00000370074	3048	+	6	1:107682629-108024475	18	11	1.000000
transcript:ENST00000542803	2958	+	9	1:107682639-108024092	18	11	1.000000
transcript:ENST00000370061	2856	+	8	1:107682639-108024092	18	11	1.000000
transcript:ENST00000370072	2823	+	8	1:107682639-108024092	18	11	1.000000
transcript:ENST00000370070	2721	+	8	1:107682639-108024092	18	11	1.000000
transcript:ENST00000370068	4034	+	8	1:107683442-108025030	18	11	1.000000
transcript:ENST00000370067	4628	+	7	1:107683661-108026080	18	11	1.000000
transcript:ENST00000370066	1443	+	7	1:107691216-108023462	18	11	1.000000
transcript:ENST00000370065	1485	+	6	1:107691216-108023462	18	11	1.000000
transcript:ENST00000371470	756	-	5	1:53692564-53704282	19	2	1.000000
transcript:ENST00000371466	500	-	4	1:53692598-53704171	19	2	1.000000
transcript:ENST00000370128	2535	+	11	1:100731763-100758325	20	3	1.000000
transcript:ENST00000260563	1534	+	12	1:100731805-100757327	20	3	1.000000
transcript:ENST00000370126	538	+	2	1:100731845-100732485	20	3	1.000000
transcript:ENST00000377049	1130	+	2	1:10509776-10511959	21	2	1.000000
transcript:ENST00000320498	931	+	2	1:10509971-10511955	21	2	1.000000
transcript:ENST00000377516	1601	-	7	1:7903143-7913572	22	3	1.000000
transcript:ENST00000361696	551	-	4	1:7907682-7913095	22	3	1.000000
transcript:ENST00000054668	420	-	5	1:7907826-7913491	22	3	1.000000
transcript:ENST00000399916	4340	-	6	1:25226002-25291501	23	4	1.000000
transcript:ENST00000308873	3861	-	5	1:25226009-25256368	23	4	1.000000
transcript:ENST00000338888	2629	-	7	1:25227520-25291475	23	4	1.000000
transcript:ENST00000540420	1392	-	5	1:25228269-25255612	23	4	1.000000
transcript:ENST00000423313	4564	-	4	1:175126123-175161929	24	3	1.000000
transcript:ENST00000444639	4494	-	4	1:175126123-175162079	24	3	1.000000
transcript:ENST00000545251	2485	-	3	1:175128089-175161890	24	3	1.000000
transcript:ENST00000375486	4345	-	16	1:17393256-17445930	25	3	1.000000
transcript:ENST00000444885	2333	-	13	1:17394938-17445948	25	3	1.000000
transcript:ENST00000375481	1607	-	11	1:17405526-17445930	25	3	1.000000
transcript:ENST00000371370	2037	+	9	1:54411750-54433841	26	4	1.000000
transcript:ENST00000371368	838	+	5	1:54411758-54423925	26	4	1.000000
transcript:ENST00000319223	1727	+	8	1:54412026-54433841	26	4	1.000000
transcript:ENST00000444987	1044	+	5	1:54412031-54426141	26	4	1.000000
transcript:ENST00000367806	1860	-	6	1:169364108-169396655	27	4	1.000000
transcript:ENST00000367805	1914	-	6	1:169364108-169396712	27	4	1.000000
transcript:ENST00000545005	2035	-	7	1:169364285-169429907	27	4	1.000000
transcript:ENST00000456107	1246	-	3	1:169390601-169396700	27	4	1.000000
transcript:ENST00000342280	1622	+	2	1:35258599-35261348	28	2	1.000000
transcript:ENST00000450137	1059	+	2	1:35258600-35260691	28	2	1.000000
transcript:ENST00000452442	670	-	6	1:174904084-174923398	29	2	1.000000
transcript:ENST00000448686	526	-	2	1:174914660-174918013	29	2	1.000000
transcript:ENST00000367439	701	-	4	1:193065598-193074561	30	2	1.000000
transcript:ENST00000367440	1131	-	4	1:193065598-193075244	30	2	1.000000
transcript:ENST00000367590	8474	+	15	1:180601140-180859387	31	2	1.000000
transcript:ENST00000367589	4126	+	14	1:180601168-180855262	31	2	1.000000
transcript:ENST00000495646	2552	-	10	1:23755056-23763170	32	5	1.000000
transcript:ENST00000336689	4050	-	25	1:23755056-23810671	32	5	1.000000
transcript:ENST00000465372	936	-	5	1:23756025-23760025	32	5	1.000000
transcript:ENST00000437606	2865	-	24	1:23756215-23810672	32	5	1.000000
transcript:ENST00000608765	589	-	6	1:23777972-23811061	32	5	1.000000
transcript:ENST00000373463	999	-	6	1:33360196-33366959	33	2	1.000000
transcript:ENST00000329151	871	-	5	1:33360196-33366990	33	2	1.000000
transcript:ENST00000368931	2143	+	10	1:151009046-151020076	34	4	1.000000
transcript:ENST00000295294	2336	+	10	1:151009091-151020062	34	4	1.000000
transcript:ENST00000361277	1183	+	9	1:151010045-151019321	34	4	1.000000
transcript:ENST00000392802	510	+	3	1:151010875-151015544	34	4	1.000000
transcript:ENST00000366628	6311	+	5	1:233086370-233119628	35	2	1.000000
transcript:ENST00000366627	1762	+	5	1:233086386-233113274	35	2	1.000000
transcript:ENST00000372684	7235	-	8	1:41086351-41131329	36	2	1.000000
transcript:ENST00000372683	1408	-	8	1:41091886-41131117	36	2	1.000000
transcript:ENST00000493030	5774	-	5	1:228581374-228593605	37	5	1.000000
transcript:ENST00000284551	2715	-	6	1:228581377-228594541	37	5	1.000000
transcript:ENST00000602582	682	-	5	1:228582526-228593888	37	5	1.000000
transcript:ENST00000366699	2511	-	5	1:228583235-228594501	37	5	1.000000
transcript:ENST00000602308	586	-	2	1:228584314-228593887	37	5	1.000000
transcript:ENST00000373166	1265	-	5	1:36602173-36615070	38	4	1.000000
transcript:ENST00000373163	951	-	5	1:36602546-36615052	38	4	1.000000
transcript:ENST00000373162	1056	-	5	1:36602655-36615098	38	4	1.000000
transcript:ENST00000373159	590	-	5	1:36603497-36615097	38	4	1.000000
transcript:ENST00000454117	997	+	2	1:23695711-23698332	39	5	1.000000
transcript:ENST00000335648	2547	+	1	1:23695729-23698275	39	5	1.000000
transcript:ENST00000518821	461	+	2	1:23695731-23698005	39	5	1.000000
transcript:ENST00000437367	606	+	3	1:23695743-23698276	39	5	1.000000
transcript:ENST00000518600	376	+	2	1:23697637-23698276	39	5	1.000000
transcript:ENST00000358170	3371	+	14	1:207925402-207968858	40	13	1.000000
transcript:ENST00000354848	3233	+	12	1:207925402-207968858	40	13	1.000000
transcript:ENST00000322918	3124	+	10	1:207925402-207968858	40	13	1.000000
transcript:ENST00000367042	3326	+	13	1:207925402-207968858	40	13	1.000000
transcript:ENST00000367041	3281	+	12	1:207925402-207968858	40	13	1.000000
transcript:ENST00000357714	3188	+	11	1:207925402-207968858	40	13	1.000000
transcript:ENST00000322875	3278	+	13	1:207925402-207968858	40	13	1.000000
transcript:ENST00000367047	3089	+	12	1:207925402-207968858	40	13	1.000000
transcript:ENST00000441839	3169	+	11	1:207925402-207968858	40	13	1.000000
transcript:ENST00000361067	3236	+	12	1:207925402-207968858	40	13	1.000000
transcript:ENST00000360212	3081	+	10	1:207925460-207968851	40	13	1.000000
transcript:ENST00000480003	1258	+	11	1:207925468-207966991	40	13	1.000000
transcript:ENST00000462968	473	+	6	1:207943684-207968569	40	13	1.000000
transcript:ENST00000366923	5014	-	32	1:220141943-220220000	41	2	1.000000
transcript:ENST00000609181	2968	-	21	1:220160638-220219793	41	2	1.000000
transcript:ENST00000368755	617	-	1	1:153042700-153043316	42	3	1.000000
transcript:ENST00000341611	662	-	2	1:153042717-153044084	42	3	1.000000
transcript:ENST00000368752	324	-	2	1:153043036-153113927	42	3	1.000000
transcript:ENST00000441724	1138	+	5	1:6296300-6299000	43	2	1.000000
transcript:ENST00000429480	1302	+	2	1:6297831-6299504	43	2	1.000000
transcript:ENST00000369426	2811	-	6	1:119573839-119683271	44	3	1.000000
transcript:ENST00000235521	2800	-	6	1:119573844-119683294	44	3	1.000000
transcript:ENST00000537870	1508	-	6	1:119575076-119682947	44	3	1.000000
transcript:ENST00000373087	2684	+	6	1:37940153-37949980	45	2	1.000000
transcript:ENST00000471012	395	+	2	1:37947291-37948203	45	2	1.000000
transcript:ENST00000372476	3882	+	23	1:43766664-43788779	46	4	1.000000
transcript:ENST00000538015	1140	+	8	1:43766743-43774639	46	4	1.000000
transcript:ENST00000441333	954	+	7	1:43766743-43775099	46	4	1.000000
transcript:ENST00000433781	2673	+	18	1:43772891-43788496	46	4	1.000000
transcript:ENST00000372525	996	+	5	1:43232940-43241418	47	5	1.000000
transcript:ENST00000536543	1558	+	9	1:43232977-43263875	47	5	1.000000
transcript:ENST00000421630	769	+	5	1:43255480-43263968	47	5	1.000000
transcript:ENST00000438946	425	+	3	1:43259318-43263628	47	5	1.000000
transcript:ENST00000605272	516	+	3	1:43259336-43262465	47	5	1.000000
transcript:ENST00000439374	3498	-	8	1:151023447-151042801	48	3	1.000000
transcript:ENST00000540998	3181	-	6	1:151023449-151032125	48	3	1.000000
transcript:ENST00000357235	3045	-	5	1:151023449-151032125	48	3	1.000000
transcript:ENST00000424085	4631	-	18	1:31404353-31538542	49	14	1.000000
transcript:ENST00000257075	5360	-	22	1:31404353-31538545	49	14	1.000000
transcript:ENST00000373747	5375	-	22	1:31404353-31538551	49	14	1.000000
transcript:ENST00000525843	4528	-	21	1:31404906-31538573	49	14	1.000000
transcript:ENST00000426105	4043	-	22	1:31405673-31538542	49	14	1.000000
transcript:ENST00000498419	3068	-	17	1:31405691-31467906	49	14	1.000000
transcript:ENST00000440538	3936	-	22	1:31405691-31538531	49	14	1.000000
transcript:ENST00000373741	4242	-	22	1:31405697-31538838	49	14	1.000000
transcript:ENST00000423018	3572	-	19	1:31405710-31538540	49	14	1.000000
transcript:ENST00000373742	3515	-	20	1:31405927-31538632	49	14	1.000000
transcript:ENST00000529846	683	-	6	1:31409569-31426604	49	14	1.000000
transcript:ENST00000525997	650	-	6	1:31409571-31426591	49	14	1.000000
transcript:ENST00000532678	793	-	6	1:31440072-31467951	49	14	1.000000
transcript:ENST00000531867	549	-	2	1:31532126-31534763	49	14	1.000000
transcript:ENST00000369016	923	-	5	1:150573327-150602042	50	12	1.000000
transcript:ENST00000369014	2085	-	4	1:150593727-150602072	50	12	1.000000
transcript:ENST00000369009	1277	-	4	1:150594604-150602072	50	12	1.000000
transcript:ENST00000361532	792	-	4	1:150594917-150601616	50	12	1.000000
transcript:ENST00000361631	725	-	5	1:150595020-150601604	50	12	1.000000
transcript:ENST00000339643	633	-	5	1:150595207-150602052	50	12	1.000000
transcript:ENST00000271690	2818	-	3	1:150595757-150602053	50	12	1.000000
transcript:ENST00000356527	2546	-	3	1:150596098-150602053	50	12	1.000000
transcript:ENST00000513281	1369	-	3	1:150597098-150601592	50	12	1.000000
transcript:ENST00000503345	793	-	3	1:150597941-150602057	50	12	1.000000
transcript:ENST00000503241	574	-	4	1:150598031-150602035	50	12	1.000000
transcript:ENST00000362052	703	-	2	1:150599530-150602053	50	12	1.000000
transcript:ENST00000366595	5412	-	17	1:236139130-236228409	51	2	1.000000
transcript:ENST00000264187	5864	-	20	1:236139130-236228462	51	2	1.000000
transcript:ENST00000367879	1375	+	7	1:165796768-165877346	52	4	1.000000
transcript:ENST00000372212	1202	+	6	1:165797059-165877607	52	4	1.000000
transcript:ENST00000469256	753	+	5	1:165864807-165877311	52	4	1.000000
transcript:ENST00000470820	1083	+	4	1:165864822-165877108	52	4	1.000000
transcript:ENST00000359511	3482	+	4	1:156163880-156182587	53	2	1.000000
transcript:ENST00000423538	1290	+	5	1:156163907-156180491	53	2	1.000000
transcript:ENST00000369626	3910	-	5	1:113454469-113498975	54	6	1.000000
transcript:ENST00000538576	4374	-	5	1:113454474-113498685	54	6	1.000000
transcript:ENST00000458229	2201	-	5	1:113456647-113498685	54	6	1.000000
transcript:ENST00000433570	3117	-	5	1:113458828-113498616	54	6	1.000000
transcript:ENST00000443580	1099	-	4	1:113460138-113478610	54	6	1.000000
transcript:ENST00000429288	865	-	4	1:113460382-113499635	54	6	1.000000
transcript:ENST00000255039	1771	+	7	1:156589086-156595517	55	2	1.000000
transcript:ENST00000456112	882	+	5	1:156589216-156594259	55	2	1.000000
transcript:ENST00000344529	1447	-	2	1:172410597-172413200	56	3	1.000000
transcript:ENST00000367728	2630	-	1	1:172410597-172413226	56	3	1.000000
transcript:ENST00000258324	1499	-	2	1:172410598-172413230	56	3	1.000000
transcript:ENST00000368708	998	-	3	1:153533584-153538341	57	6	1.000000
transcript:ENST00000487430	752	-	2	1:153533816-153536709	57	6	1.000000
transcript:ENST00000497140	697	-	3	1:153533816-153538306	57	6	1.000000
transcript:ENST00000368710	453	-	3	1:153533816-153540366	57	6	1.000000
transcript:ENST00000368709	457	-	3	1:153533819-153539231	57	6	1.000000
transcript:ENST00000368707	556	-	4	1:153533825-153538018	57	6	1.000000
transcript:ENST00000368698	784	+	4	1:153600402-153604510	58	4	1.000000
transcript:ENST00000292169	594	+	3	1:153600873-153604513	58	4	1.000000
transcript:ENST00000368696	522	+	3	1:153600898-153604280	58	4	1.000000
transcript:ENST00000436839	236	+	3	1:153600940-153603101	58	4	1.000000
transcript:ENST00000373954	3567	+	9	1:28052490-28089633	59	7	1.000000
transcript:ENST00000419687	1661	+	7	1:28052507-28087984	59	7	1.000000
transcript:ENST00000530324	1027	+	8	1:28052539-28086275	59	7	1.000000
transcript:ENST00000234549	992	+	9	1:28052539-28087092	59	7	1.000000
transcript:ENST00000373949	2273	+	8	1:28052539-28088475	59	7	1.000000
transcript:ENST00000010299	1050	+	10	1:28052568-28087092	59	7	1.000000
transcript:ENST00000446647	504	+	4	1:28071285-28086696	59	7	1.000000
transcript:ENST00000361745	1545	+	11	1:44679127-44686353	60	8	1.000000
transcript:ENST00000446292	1066	+	7	1:44679131-44684913	60	8	1.000000
transcript:ENST00000440641	909	+	6	1:44679143-44684419	60	8	1.000000
transcript:ENST00000436069	599	+	5	1:44679145-44680552	60	8	1.000000
transcript:ENST00000437511	957	+	8	1:44679145-44684786	60	8	1.000000
transcript:ENST00000315913	1552	+	11	1:44679160-44686353	60	8	1.000000
transcript:ENST00000372289	1730	+	10	1:44679163-44686353	60	8	1.000000
transcript:ENST00000372290	396	+	4	1:44679513-44684102	60	8	1.000000
transcript:ENST00000256646	11389	-	34	1:120454176-120612240	61	2	1.000000
transcript:ENST00000602566	5046	-	6	1:120535404-120596839	61	2	1.000000
transcript:ENST00000246151	1603	+	6	1:24104895-24114722	62	3	1.000000
transcript:ENST00000415372	754	+	3	1:24105847-24112868	62	3	1.000000
transcript:ENST00000374524	1292	+	4	1:24111682-24114722	62	3	1.000000
transcript:ENST00000246337	1300	+	10	1:45477819-45481247	63	3	1.000000
transcript:ENST00000434478	600	+	6	1:45477918-45480117	63	3	1.000000
transcript:ENST00000428106	682	+	6	1:45478579-45480497	63	3	1.000000
transcript:ENST00000369111	2403	+	11	1:150229554-150237478	64	2	1.000000
transcript:ENST00000607082	594	+	4	1:150235443-150237291	64	2	1.000000
transcript:ENST00000446411	461	+	3	1:216245807-216260259	65	4	1.000000
transcript:ENST00000430890	391	+	3	1:216246071-216260247	65	4	1.000000
transcript:ENST00000445619	343	+	2	1:216246148-216260247	65	4	1.000000
transcript:ENST00000442606	390	+	3	1:216252415-216260247	65	4	1.000000
transcript:ENST00000258301	4851	-	8	1:180941861-180992047	66	2	1.000000
transcript:ENST00000542060	979	-	6	1:180945426-180992005	66	2	1.000000
transcript:ENST00000538789	1336	-	4	1:26158414-26185903	67	2	1.000000
transcript:ENST00000374298	2116	-	3	1:26160497-26185903	67	2	1.000000
transcript:ENST00000366903	3323	+	4	1:221051699-221058401	68	3	1.000000
transcript:ENST00000427693	695	+	4	1:221054411-221057835	68	3	1.000000
transcript:ENST00000549319	1688	+	2	1:221054584-221058117	68	3	1.000000
transcript:ENST00000437499	373	+	3	1:243327940-243332747	69	2	1.000000
transcript:ENST00000422938	277	+	2	1:243327974-243332689	69	2	1.000000
transcript:ENST00000366552	4371	+	27	1:241815580-241965435	70	4	1.000000
transcript:ENST00000437684	3870	+	22	1:241815580-241965435	70	4	1.000000
transcript:ENST00000414635	2306	+	17	1:241846882-241964765	70	4	1.000000
transcript:ENST00000425826	2122	+	15	1:241912849-241964957	70	4	1.000000
transcript:ENST00000360472	2471	+	4	1:160175127-160185166	71	3	1.000000
transcript:ENST00000368077	1021	+	4	1:160175170-160183825	71	3	1.000000
transcript:ENST00000368076	2694	+	6	1:160175211-160185166	71	3	1.000000
transcript:ENST00000366537	483	+	5	1:244515937-244552393	72	2	1.000000
transcript:ENST00000308105	579	+	5	1:244515937-244552393	72	2	1.000000
transcript:ENST00000374695	14327	-	97	1:22148738-22263790	73	9	1.000000
transcript:ENST00000426143	856	-	3	1:22160031-22161840	73	9	1.000000
transcript:ENST00000374676	411	-	2	1:22161902-22165499	73	9	1.000000
transcript:ENST00000453796	621	-	4	1:22172689-22174451	73	9	1.000000
transcript:ENST00000430507	2433	-	19	1:22172716-22181889	73	9	1.000000
transcript:ENST00000427897	589	-	5	1:22199352-22201199	73	9	1.000000
transcript:ENST00000412328	828	-	6	1:22213726-22222803	73	9	1.000000
transcript:ENST00000374673	538	-	4	1:22213728-22215214	73	9	1.000000
transcript:ENST00000439717	637	-	5	1:22216309-22222764	73	9	1.000000
transcript:ENST00000367669	3033	-	20	1:175913967-176176629	74	5	1.000000
transcript:ENST00000367666	2022	-	18	1:175913968-176153800	74	5	1.000000
transcript:ENST00000308769	2124	-	19	1:175914289-176176114	74	5	1.000000
transcript:ENST00000459744	741	-	8	1:176012352-176104218	74	5	1.000000
transcript:ENST00000498306	617	-	9	1:176055002-176175517	74	5	1.000000
transcript:ENST00000331860	985	+	3	1:152974223-152976331	75	4	1.000000
transcript:ENST00000443178	622	+	3	1:152974227-152975972	75	4	1.000000
transcript:ENST00000295367	878	+	2	1:152974247-152976332	75	4	1.000000
transcript:ENST00000542696	486	+	2	1:152975497-152976006	75	4	1.000000
transcript:ENST00000374005	2729	-	13	1:27938575-27961788	76	6	1.000000
transcript:ENST00000399173	2483	-	13	1:27938803-27952751	76	6	1.000000
transcript:ENST00000545953	2242	-	12	1:27938803-27961727	76	6	1.000000
transcript:ENST00000374004	2350	-	11	1:27938811-27950573	76	6	1.000000
transcript:ENST00000374003	2021	-	13	1:27939180-27953080	76	6	1.000000
transcript:ENST00000457296	1104	-	9	1:27942025-27952646	76	6	1.000000
transcript:ENST00000370481	3067	-	11	1:89472349-89488565	77	4	1.000000
transcript:ENST00000461384	702	-	4	1:89474527-89477518	77	4	1.000000
transcript:ENST00000445969	411	-	3	1:89474618-89478982	77	4	1.000000
transcript:ENST00000564665	599	-	4	1:89479785-89488549	77	4	1.000000
transcript:ENST00000256640	2819	+	5	1:113009163-113063905	78	3	1.000000
transcript:ENST00000369686	10879	+	6	1:113010056-113072787	78	3	1.000000
transcript:ENST00000369684	3818	+	5	1:113051400-113065288	78	3	1.000000
transcript:ENST00000369102	1251	+	8	1:150240600-150253327	79	3	1.000000
transcript:ENST00000369099	600	+	6	1:150245102-150253327	79	3	1.000000
transcript:ENST00000369098	418	+	5	1:150245183-150253325	79	3	1.000000
transcript:ENST00000294981	2171	+	10	1:206858289-206906208	80	2	1.000000
transcript:ENST00000367103	2961	+	10	1:206858382-206907628	80	2	1.000000
transcript:ENST00000338909	2693	-	10	1:24382525-24393069	81	4	1.000000
transcript:ENST00000374434	5804	-	37	1:24382527-24438665	81	4	1.000000
transcript:ENST00000330966	5809	-	37	1:24382531-24438665	81	4	1.000000
transcript:ENST00000329601	3808	-	30	1:24392276-24438665	81	4	1.000000
transcript:ENST00000367393	588	+	3	1:197871777-197876497	82	2	1.000000
transcript:ENST00000436652	394	+	3	1:197871908-197876497	82	2	1.000000
transcript:ENST00000368279	1019	+	5	1:156182784-156209831	83	5	1.000000
transcript:ENST00000368273	884	+	5	1:156182797-156209642	83	5	1.000000
transcript:ENST00000368277	1068	+	5	1:156182798-156209833	83	5	1.000000
transcript:ENST00000567140	672	+	7	1:156182798-156212874	83	5	1.000000
transcript:ENST00000565805	537	+	6	1:156182798-156212874	83	5	1.000000
transcript:ENST00000429072	977	+	6	1:111415775-111442198	84	2	1.000000
transcript:ENST00000271324	1505	+	8	1:111415776-111442550	84	2	1.000000
transcript:ENST00000400913	4698	-	21	1:6526152-6546014	85	12	1.000000
transcript:ENST00000340850	4715	-	21	1:6526152-6550640	85	12	1.000000
transcript:ENST00000377748	5221	-	22	1:6526152-6580069	85	12	1.000000
transcript:ENST00000377725	3475	-	22	1:6527182-6550630	85	12	1.000000
transcript:ENST00000377728	3613	-	21	1:6527182-6551760	85	12	1.000000
transcript:ENST00000377732	3753	-	21	1:6527182-6556756	85	12	1.000000
transcript:ENST00000400915	3697	-	22	1:6527182-6557450	85	12	1.000000
transcript:ENST00000377740	3550	-	22	1:6527182-6580121	85	12	1.000000
transcript:ENST00000535355	3694	-	21	1:6527183-6545529	85	12	1.000000
transcript:ENST00000377737	4190	-	22	1:6527183-6580069	85	12	1.000000
transcript:ENST00000537245	3381	-	22	1:6527565-6557156	85	12	1.000000
transcript:ENST00000544978	3062	-	22	1:6527903-6557484	85	12	1.000000
transcript:ENST00000367975	1420	+	6	1:161284047-161332984	86	5	1.000000
transcript:ENST00000342751	1127	+	5	1:161284171-161332979	86	5	1.000000
transcript:ENST00000432287	460	+	5	1:161284172-161332251	86	5	1.000000
transcript:ENST00000392169	369	+	4	1:161284178-161332223	86	5	1.000000
transcript:ENST00000513009	369	+	4	1:161284178-161332330	86	5	1.000000
transcript:ENST00000368255	751	+	4	1:156307105-156316786	87	8	1.000000
transcript:ENST00000368253	512	+	4	1:156308294-156316781	87	8	1.000000
transcript:ENST00000470342	601	+	4	1:156308298-156316784	87	8	1.000000
transcript:ENST00000368254	598	+	4	1:156308314-156316786	87	8	1.000000
transcript:ENST00000481479	741	+	4	1:156308419-156316786	87	8	1.000000
transcript:ENST00000368252	491	+	4	1:156308485-156316786	87	8	1.000000
transcript:ENST00000466306	477	+	4	1:156308579-156316783	87	8	1.000000
transcript:ENST00000368251	438	+	4	1:156308693-156316786	87	8	1.000000
transcript:ENST00000375541	6656	+	37	1:17248445-17299474	88	2	1.000000
transcript:ENST00000445545	3931	+	24	1:17249250-17287573	88	2	1.000000
transcript:ENST00000400968	2143	+	9	1:193028552-193054011	89	11	1.000000
transcript:ENST00000432079	7848	+	8	1:193028584-193060349	89	11	1.000000
transcript:ENST00000415442	377	+	3	1:193028749-193045020	89	11	1.000000
transcript:ENST00000506303	613	+	3	1:193028789-193038309	89	11	1.000000
transcript:ENST00000416058	1987	+	9	1:193029004-193053861	89	11	1.000000
transcript:ENST00000367446	3081	+	9	1:193029164-193055115	89	11	1.000000
